productUid,title,collectionHandle,catalogUid,attributesJson
acrylic_450x600-mm-18x24-inch_4-mm_4-0_ver,Acrylic prints — ver,acrylic-prints,acrylic,"{""AcrylicEdge"":""none"",""AcrylicProperties"":""4-mm"",""ColorType"":""4-0"",""Orientation"":""ver"",""ProductStatus"":""activated"",""State"":""published"",""UnifiedAcrylicFormat"":""450x600-mm-18x24-inch""}"
acrylic_500x500-mm-20x20-inch_4-mm_4-0_hor,Acrylic prints — hor,acrylic-prints,acrylic,"{""AcrylicEdge"":""none"",""AcrylicProperties"":""4-mm"",""ColorType"":""4-0"",""Orientation"":""hor"",""ProductStatus"":""activated"",""State"":""published"",""UnifiedAcrylicFormat"":""500x500-mm-20x20-inch""}"
acrylic_500x500-mm-20x20-inch_4-mm_4-0_ver,Acrylic prints — ver,acrylic-prints,acrylic,"{""AcrylicEdge"":""none"",""AcrylicProperties"":""4-mm"",""ColorType"":""4-0"",""Orientation"":""ver"",""ProductStatus"":""activated"",""State"":""published"",""UnifiedAcrylicFormat"":""500x500-mm-20x20-inch""}"
acrylic_500x700-mm-20x28-inch_4-mm_4-0_hor,Acrylic prints — hor,acrylic-prints,acrylic,"{""AcrylicEdge"":""none"",""AcrylicProperties"":""4-mm"",""ColorType"":""4-0"",""Orientation"":""hor"",""ProductStatus"":""activated"",""State"":""published"",""UnifiedAcrylicFormat"":""500x700-mm-20x28-inch""}"
acrylic_500x700-mm-20x28-inch_4-mm_4-0_ver,Acrylic prints — ver,acrylic-prints,acrylic,"{""AcrylicEdge"":""none"",""AcrylicProperties"":""4-mm"",""ColorType"":""4-0"",""Orientation"":""ver"",""ProductStatus"":""activated"",""State"":""published"",""UnifiedAcrylicFormat"":""500x700-mm-20x28-inch""}"
acrylic_500x750-mm-20x30-inch_4-mm_4-0_hor,Acrylic prints — hor,acrylic-prints,acrylic,"{""AcrylicEdge"":""none"",""AcrylicProperties"":""4-mm"",""ColorType"":""4-0"",""Orientation"":""hor"",""ProductStatus"":""activated"",""State"":""published"",""UnifiedAcrylicFormat"":""500x750-mm-20x30-inch""}"
acrylic_500x750-mm-20x30-inch_4-mm_4-0_ver,Acrylic prints — ver,acrylic-prints,acrylic,"{""AcrylicEdge"":""none"",""AcrylicProperties"":""4-mm"",""ColorType"":""4-0"",""Orientation"":""ver"",""ProductStatus"":""activated"",""State"":""published"",""UnifiedAcrylicFormat"":""500x750-mm-20x30-inch""}"
acrylic_600x600-mm-24x24-inch_4-mm_4-0_hor,Acrylic prints — hor,acrylic-prints,acrylic,"{""AcrylicEdge"":""none"",""AcrylicProperties"":""4-mm"",""ColorType"":""4-0"",""Orientation"":""hor"",""ProductStatus"":""activated"",""State"":""published"",""UnifiedAcrylicFormat"":""600x600-mm-24x24-inch""}"
acrylic_600x600-mm-24x24-inch_4-mm_4-0_ver,Acrylic prints — ver,acrylic-prints,acrylic,"{""AcrylicEdge"":""none"",""AcrylicProperties"":""4-mm"",""ColorType"":""4-0"",""Orientation"":""ver"",""ProductStatus"":""activated"",""State"":""published"",""UnifiedAcrylicFormat"":""600x600-mm-24x24-inch""}"
acrylic_600x800-mm-24x32-inch_4-mm_4-0_hor,Acrylic prints — hor,acrylic-prints,acrylic,"{""AcrylicEdge"":""none"",""AcrylicProperties"":""4-mm"",""ColorType"":""4-0"",""Orientation"":""hor"",""ProductStatus"":""activated"",""State"":""published"",""UnifiedAcrylicFormat"":""600x800-mm-24x32-inch""}"
